,OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SourceEUI(kBtu/sf),SiteEnergyUse(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),OtherFuelUse(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2),Outlier,Latitude,Longitude,Address,City,State,ZipCode
417,576,2016,NonResidential,Other,Northgate Village,North,1969,1.0,2.0,98539,0,98539,Strip Mall,Strip Mall,98539.0,,,,,,,55.29999924,169.8000031,5450441.5,0.0,5266334.0,184107.0,0.0,46.49,0.47,,47.7094,-122.31843,818-832 Ne Northgate Way,Seattle,WA,98125
422,577,2015,NonResidential,Small- and Mid-Sized Office,Northway West Building,Northwest,1981,1.0,6.0,86483,0,86483,"Office, Parking",Office,86483.0,Parking,0.0,,,,50.0,78.6,246.8,6796335.0,0.0,6796618.0,0.0,0.0,47.38,0.21,, 47.70732866, -122.3327728, 10700 Meridian Ave N, Seattle, WA,98133
418,577,2016,NonResidential,Small- and Mid-Sized Office,Northway West Building,Northwest,1981,1.0,6.0,86483,0,86483,"Office, Parking",Office,86483.0,Parking,0.0,,,,56.0,73.59999847,231.0,6361236.5,0.0,6361236.0,0.0,0.0,44.35,0.51,,47.70732,-122.33279,10700 Meridian Ave North,Seattle,WA,98144
423,578,2015,NonResidential,"Distribution Center
",Pacific Plumbing Supply,Delridge,1976,1.0,1.0,51600,0,51600,"Distribution Center, Office",Distribution Center,34400.0,Office,17200.0,,,,82.0,19.6,48.9,1012341.0,0.0,697863.0,314506.0,0.0,21.57,0.36,, 47.53914935, -122.341353, 7115 W Marginal Way Sw, Seattle, WA,98106
419,578,2016,NonResidential,Distribution Center,Pacific Plumbing Supply,Delridge,1976,1.0,1.0,51600,0,51600,"Distribution Center, Office",Distribution Center,34400.0,Office,17200.0,,,,75.0,21.79999924,55.90000153,1124543.125,0.0,815508.0,309035.0,0.0,22.1,0.43,,47.53926,-122.34143,7115 W Marginal Way Sw,Seattle,WA,98106
424,579,2015,NonResidential,Non-Refrigerated Warehouse,Jones Stevedoring,Delridge,1968,1.0,1.0,140520,0,140520,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520.0,,,,,,73.0,12.4,29.1,1738376.0,0.0,1081918.0,656503.0,0.0,42.41,0.27,, 47.53627727, -122.3375131, 7245 W Marginal Way Sw, Seattle, WA,98106
420,579,2016,NonResidential,Warehouse,Jones Stevedoring Seattle Building,Delridge,1968,1.0,1.0,140520,0,140520,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,140520.0,,,,,,61.0,15.80000019,36.09999847,2225512.0,0.0,1310524.0,914988.0,0.0,57.73,0.41,,47.53689,-122.33847,7245 West Marginal Way Sw,Seattle,WA,98106
425,580,2015,NonResidential,Large Office,Pemco,Magnolia / Queen Anne,1986,1.0,5.0,154029,62380,91649,"Office, Parking",Office,91645.0,Parking,66288.0,,,,,20.6,47.5,1886382.0,0.0,1134608.0,751821.0,0.0,47.84,0.28,, 47.63108155, -122.3419109, 1300 Dexter Ave N, Seattle, WA,98109
421,580,2016,NonResidential,Large Office,Pemco,Magnolia / Queen Anne,1986,1.0,5.0,154029,62380,91649,"Office, Parking",Office,91645.0,Parking,66288.0,,,,95.0,50.59999847,145.6999969,4636396.5,0.0,4060681.0,575715.0,0.0,58.88,0.38,,47.63116,-122.34193,1300 Dexter Ave N,Seattle,WA,98109
426,581,2015,NonResidential,Other,Meridian Medical Pavilion,Northwest,2005,1.0,3.0,161789,91935,69854,"Medical Office, Parking",Parking,91935.0,Medical Office,69854.0,,,,,100.5,315.6,7020517.0,0.0,7020809.0,0.0,0.0,48.94,0.12,, 47.7088653, -122.3346333, 11011 Meridian Ave N, Seattle, WA,98133
422,581,2016,NonResidential,Other,Meridian Medical Pavilion,Northwest,2005,1.0,3.0,161789,91935,69854,"Medical Office, Parking",Parking,91935.0,Medical Office,69854.0,,,,,99.69999695,312.5,6963616.5,0.0,6947606.0,16010.0,0.0,49.28,0.3,,47.70887,-122.33494,11011 Meridian Ave N,Seattle,WA,98133
427,582,2015,NonResidential,Medical Office,Mcmurray Medical Building,Northwest,2005,1.0,3.0,63909,0,63909,"Medical Office, Retail Store",Medical Office,60670.0,Retail Store,3239.0,,,,,68.8,216.1,4397572.0,0.0,4397756.0,0.0,0.0,30.66,0.18,, 47.71269972, -122.3376343, 1536 N 115Th St, Seattle, WA,98133
423,582,2016,NonResidential,Medical Office,Mcmurray Medical Building,Northwest,2005,1.0,3.0,63909,0,63909,"Medical Office, Retail Store",Medical Office,60670.0,Retail Store,3239.0,,,,,74.59999847,234.1999969,4765753.5,0.0,4765753.0,0.0,0.0,33.22,0.52,,47.7126,-122.33782,1536 N. 115Th Street,Seattle,WA,98133
428,583,2015,NonResidential,Non-Refrigerated Warehouse,Iron Mountain,Northwest,1948,1.0,2.0,53472,0,53472,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,46846.0,Office,10033.0,,,,,18.5,35.4,1051944.0,0.0,433777.0,618185.0,0.0,35.86,0.64,, 47.69818968, -122.342898, 1201 N 96Th St, Seattle, WA,98103
424,583,2016,NonResidential,Warehouse,Iron Mountain,Northwest,1948,1.0,2.0,53472,0,53472,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,46846.0,Office,10033.0,,,,,17.10000038,31.89999962,971155.625,0.0,381025.0,590131.0,0.0,34.0,0.64,,47.69814,-122.34295,1201 N. 96Th St.,Seattle,WA,98103
429,584,2015,NonResidential,Non-Refrigerated Warehouse,Emerson Power Products,Greater Duwamish,1980,1.0,1.0,50417,0,50417,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,,,,,,59.0,21.0,36.2,1060850.0,0.0,340157.0,720707.0,0.0,40.65,0.78,, 47.52696432, -122.3293949, 424 S Cloverdale St, Seattle, WA,98108
425,584,2016,NonResidential,Warehouse,Lenci Corporation,Greater Duwamish,1980,1.0,1.0,50417,0,50417,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,50417.0,,,,,,14.0,36.59999847,73.90000153,1847401.0,0.0,855017.0,992384.0,0.0,58.67,1.16,,47.52696,-122.32913,428 S. Cloverdale,Seattle,WA,98108
430,585,2015,NonResidential,Medical Office,Northwest Outpatient Medical Center,Northwest,1961,1.0,3.0,133298,0,133298,Medical Office,Medical Office,133298.0,,,,,,34.0,111.7,286.4,14886199.0,0.0,10787121.0,4099525.0,0.0,292.92,1.85,, 47.70458235, -122.3325262, 10330 Meridian Ave N, Seattle, WA,98133
427,585,2016,NonResidential,Medical Office,Nwh Outpatient Medical Center,Northwest,1961,1.0,3.0,133298,0,133298,Medical Office,Medical Office,133298.0,,,,,,21.0,117.3000031,305.1000061,15640994.0,0.0,11600182.0,4040810.0,0.0,295.48,2.22,,47.70449,-122.33272,10330 Meridian Ave N,Seattle,WA,98133
431,586,2015,NonResidential,Retail Store,J C Penny Co Building - Northgate Mall,North,1965,1.0,2.0,168619,0,168619,Retail Store,Retail Store,173106.0,,,,,2009,76.0,38.0,108.1,6576563.0,0.0,5648913.0,927884.0,0.0,88.66,0.38,, 47.70855501, -122.32376419, 401 Ne Northgate Way, Seattle, WA,98125
428,586,2016,NonResidential,Retail Store,"Seattle, Wa-0106",North,1965,1.0,2.0,168619,0,168619,Retail Store,Retail Store,173106.0,,,,,2009,78.0,37.29999924,105.0,6455828.5,0.0,5456882.0,998946.0,0.0,91.1,0.54,,47.70759,-122.3255,401 Ne Northgate Way Ste 475,Seattle,WA,98125
432,588,2015,NonResidential,Mixed Use Property,1616 Eastlake Building,Lake Union,2002,1.0,5.0,251827,113318,138509,"Laboratory, Office, Parking",Parking,113318.0,Laboratory,84000.0,Office,84000.0,,,256.2,605.1,43048528.0,0.0,27013570.0,16036080.0,0.0,1039.99,3.67,, 47.6344398, -122.3246823, 1616 Eastlake Ave E, Seattle, WA,98102
429,588,2016,NonResidential,Mixed Use Property,1616 Eastlake,Lake Union,2002,1.0,5.0,251827,113318,138509,"Laboratory, Office, Parking",Parking,113318.0,Laboratory,84000.0,Office,84000.0,,,280.3999939,657.0999756,47102428.0,0.0,29154854.0,17947572.0,0.0,1156.45,4.59,,47.63451,-122.32505,1616 Eastlake Ave. E,Seattle,WA,98102
433,589,2015,NonResidential,Large Office,Mercer/Yale Bldg - 1260 Mercer,Lake Union,2000,1.0,4.0,160777,71385,89392,"Office, Parking",Office,103970.0,Parking,71390.0,,,,88.0,67.2,211.1,6991476.0,0.0,6991765.0,0.0,0.0,48.74,0.12,, 47.62464437, -122.3312698, 1260 Mercer St, Seattle, WA,98109
430,589,2016,NonResidential,Large Office,1260 Mercer,Lake Union,2000,1.0,4.0,175885,71385,104500,"Office, Parking",Office,103970.0,Parking,71390.0,,,,91.0,62.40000153,195.8999939,6486377.5,0.0,6486377.0,0.0,0.0,45.22,0.26,,47.6244,-122.33157,1260 Mercer St,Seattle,WA,98109
434,590,2015,NonResidential,Non-Refrigerated Warehouse,4727 Building,Greater Duwamish,1969,1.0,2.0,104786,0,104786,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104786.0,,,,,,92.0,9.2,23.9,960753.0,0.0,717192.0,243591.0,0.0,17.94,0.14,, 47.56097562, -122.3349164, 4727 Denver Ave S, Seattle, WA,98134
431,590,2016,NonResidential,Warehouse,4727 Building,Greater Duwamish,1969,1.0,2.0,104786,0,104786,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,104786.0,,,,,,93.0,9.800000191,23.60000038,1028376.875,0.0,666718.0,361659.0,0.0,23.86,0.23,,47.56089,-122.33474,4727 Denver Ave S,Seattle,WA,98134
435,592,2015,NonResidential,Other,Centurylink: Seattle 1St Ave Garage,Greater Duwamish,2000,1.0,1.0,53040,0,53040,Other,Other,51427.0,,,,,,,35.5,77.1,1825347.0,0.0,981333.0,844055.0,0.0,51.67,0.89,, 47.55795279, -122.3347992, 4755 1St Ave S, Seattle, WA,98134
432,592,2016,NonResidential,Other,Seattle 1St Ave Gar,Greater Duwamish,2000,1.0,1.0,53040,41600,11440,Other,Other,51427.0,,,,,,,34.40000153,75.0,1770027.5,0.0,955967.0,814060.0,0.0,49.9,0.94,,47.55787,-122.335,4755 1St Ave S,Seattle,WA,98134
433,594,2016,NonResidential,Other,Mckinstry Sea - 220 S Hudson Shop,Greater Duwamish,1973,1.0,1.0,110689,0,110689,Other,Other,110689.0,,,,,,,21.10000038,28.89999962,2339814.25,0.0,356328.0,1983486.0,0.0,107.83,0.97,,47.55741,-122.33163,220 S Hudson St,Seattle,WA,98134
434,595,2016,NonResidential,Small- and Mid-Sized Office,Mckinstry Sea - 220 S Dawson Office,Greater Duwamish,1948,1.0,1.0,53620,0,53620,Office,Office,53620.0,,,,,2016,86.0,38.40000153,114.0,2058955.25,0.0,1890584.0,168371.0,0.0,22.12,0.41,,47.5563,-122.33186,220 S Dawson St,Seattle,WA,98134
438,596,2015,NonResidential,Small- and Mid-Sized Office,Iridio - (Old Western Cartage),Greater Duwamish,1938,1.0,1.0,50008,0,50008,Office,Office,50008.0,,,,,,57.0,67.5,173.1,3373582.0,0.0,2446084.0,927600.0,0.0,66.32,1.12,, 47.55604648, -122.3332733, 5050 1St Ave S, Seattle, WA,98134
435,596,2016,NonResidential,Small- and Mid-Sized Office,5050,Greater Duwamish,1938,1.0,1.0,50008,0,50008,Office,Office,50008.0,,,,,,62.0,64.0,162.1000061,3202213.0,0.0,2270837.0,931375.0,0.0,65.3,1.31,,47.55623,-122.33316,5050 1St Ave S,Seattle,WA,98134
439,597,2015,NonResidential,Large Office,635 Elliott - South Building,Magnolia / Queen Anne,2009,1.0,4.0,291176,100176,191000,"Office, Parking",Office,194674.0,Parking,111198.0,,,,99.0,31.2,98.1,6083307.0,0.0,6083558.0,0.0,0.0,42.41,0.06,, 47.62516702, -122.3671766, 635 Elliott Ave W, Seattle, WA,98119
436,597,2016,NonResidential,Large Office,635 Elliott - South Bldg.,Magnolia / Queen Anne,2009,1.0,4.0,291176,100176,191000,"Office, Parking",Office,194674.0,Parking,111198.0,,,,98.0,34.20000076,106.5999985,6657348.5,0.0,6585119.0,72228.0,0.0,49.74,0.17,,47.6252,-122.36737,635 Elliott Avenue West,Seattle,WA,98119
440,598,2015,NonResidential,Non-Refrigerated Warehouse,Cascade Designs Inc (Baja),Greater Duwamish,1957,1.0,1.0,50832,0,50832,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,43920.0,Office,6912.0,,,,52.0,52.5,87.4,2666634.0,0.0,786893.0,1879773.0,0.0,105.32,2.01,, 47.56408325, -122.3324282, 4225 2Nd Ave S, Seattle, WA,98134
437,598,2016,NonResidential,Warehouse,4225 2Nd Ave So.,Greater Duwamish,1957,1.0,1.0,50832,0,50832,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,43920.0,Office,6912.0,,,,63.0,50.20000076,77.90000153,2551022.25,0.0,613991.0,1937032.0,0.0,107.16,2.11,,47.56549,-122.33221,4225 2Nd Ave. South,Seattle,WA,98134
441,599,2015,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),Greater Duwamish,1971,1.0,1.0,76354,0,76354,Refrigerated Warehouse,Refrigerated Warehouse,63157.0,,,,,,63.0,47.9,149.6,3022275.0,0.0,3003970.0,18430.0,0.0,21.92,0.12,, 47.56156057, -122.3275348, 4601 6Th Ave S, Seattle, WA,98108
438,599,2016,NonResidential,Refrigerated Warehouse,Uwajimaya (Seattle 5),Greater Duwamish,1971,1.0,1.0,76354,0,76354,Refrigerated Warehouse,Refrigerated Warehouse,76486.0,,,,,,70.0,37.20000076,116.4000015,2843033.5,0.0,2832924.0,10109.0,0.0,20.29,0.27,,47.56158,-122.32754,4601 6Th Ave S,Seattle,WA,98108
442,600,2015,NonResidential,Non-Refrigerated Warehouse,Merlino Foods,Greater Duwamish,1956,1.0,1.0,98480,0,98480,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480.0,,,,,,67.0,28.4,79.1,2792236.0,0.0,2322387.0,469946.0,0.0,41.15,0.32,, 47.56597185, -122.3288821, 4100 4Th Ave S, Seattle, WA,98134
439,600,2016,NonResidential,Warehouse,Merlino Foods Building,Greater Duwamish,1956,1.0,1.0,98480,0,98480,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,98480.0,,,,,,65.0,28.79999924,81.19999695,2831565.5,0.0,2403347.0,428218.0,0.0,39.5,0.4,,47.56558,-122.32889,4100 4Th Avenue South,Seattle,WA,98134
443,601,2015,NonResidential,Mixed Use Property,Wallingford Center,Lake Union,1904,1.0,2.0,53002,0,53002,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,31602.0,Parking,27427.0,Multifamily Housing,18130.0,,82.0,58.6,160.3,3129811.0,0.0,2526127.0,603788.0,0.0,49.68,0.73,, 47.66088623, -122.3356731, 1815 N 45Th St, Seattle, WA,98103
440,601,2016,NonResidential,Mixed Use Property,Wallingford Center,Lake Union,1904,1.0,2.0,53002,0,53002,"Multifamily Housing, Parking, Restaurant, Retail Store",Retail Store,31602.0,Parking,27427.0,Multifamily Housing,18130.0,,75.0,64.40000153,168.3000031,3441643.25,0.0,2574531.0,867112.0,0.0,64.0,1.21,,47.66113,-122.33572,1815 N 45Th St.,Seattle,WA,98103
444,602,2015,NonResidential,Mixed Use Property,Gilead Sciences Bldg. (Alexandria R.E.)  Econ. Uni,Lake Union,2008,1.0,3.0,175918,51218,124700,"Laboratory, Office, Parking",Office,66737.0,Parking,58218.0,Laboratory,30230.0,,,206.9,450.7,20063722.0,0.0,10832953.0,9231218.0,0.0,565.79,2.95,, 47.63453293, -122.32646179, 199 E Blaine St, Seattle, WA,98102
441,602,2016,NonResidential,Mixed Use Property,199 Blaine,Lake Union,2008,1.0,3.0,175918,51218,124700,"Laboratory, Office, Parking",Office,66737.0,Parking,58218.0,Laboratory,30230.0,,,232.3000031,503.6000061,22530168.0,0.0,12047762.0,10482405.0,0.0,640.71,3.64,,47.63465,-122.32592,199 E Blaine St.,Seattle,WA,98102
445,603,2015,NonResidential,Other,Zymogenetics,Lake Union,1920,1.0,3.0,169785,63782,106003,"Other, Parking",Other,106003.0,Parking,63782.0,,,,,199.9,483.2,21187538.0,0.0,13861116.0,7326996.0,0.0,485.76,2.51,, 47.63103515, -122.3275228, 1201 Eastlake Ave E, Seattle, WA,98102
442,603,2016,NonResidential,Other,1241 Eastlake - Zymogenetics,Lake Union,1920,1.0,3.0,169785,63782,106003,"Other, Parking",Other,106003.0,Parking,63782.0,,,,,180.6999969,451.0,19155416.0,0.0,13249663.0,5905752.0,0.0,406.02,2.39,,47.63108,-122.32746,1241 Eastlake Ave E,Seattle,WA,98102
446,604,2015,NonResidential,Large Office,Agc Building & Bank,Lake Union,1971,1.0,11.0,124721,0,124721,"Food Service, Office, Parking, Restaurant",Office,107594.0,Restaurant,15600.0,Parking,12000.0,,56.0,111.9,255.8,13951571.0,0.0,8256543.0,5695371.0,0.0,360.04,2.6,, 47.62998519, -122.3396373, 1200 Westlake Ave N, Seattle, WA,98109
443,604,2016,NonResidential,Large Office,Agc Building,Lake Union,1971,1.0,11.0,124721,0,124721,"Food Service, Office, Parking, Restaurant",Office,107594.0,Restaurant,15600.0,Parking,12000.0,,58.0,111.4000015,252.1999969,13898181.0,0.0,8069980.0,5828201.0,0.0,365.79,2.93,,47.63,-122.3396,1200 Westlake Ave N,Seattle,WA,98109
447,605,2015,NonResidential,Small- and Mid-Sized Office,Lake Union Building & Yacht Harbor Marina Office Building,Lake Union,1970,1.0,7.0,94002,0,94002,"Office, Parking",Office,93905.0,Parking,31348.0,,,,62.0,72.8,228.5,6832991.0,0.0,6833274.0,0.0,0.0,47.64,0.19,, 47.6343814, -122.3396625, 1700 Westlake Ave N, Seattle, WA,98109
444,605,2016,NonResidential,Small- and Mid-Sized Office,Lake Union Building,Lake Union,1970,1.0,7.0,94002,0,94002,"Office, Parking",Office,93905.0,Parking,31348.0,,,,70.0,60.29999924,189.3000031,5662234.0,0.0,5662234.0,0.0,0.0,39.47,0.42,,47.63376,-122.33968,1700 Westlake Ave N,Seattle,WA,98109
448,606,2015,NonResidential,Non-Refrigerated Warehouse,Nwcp Bldg U,Greater Duwamish,1974,1.0,1.0,93020,0,93020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93020.0,,,,,,61.0,13.2,41.4,1226435.0,0.0,1226486.0,0.0,0.0,8.55,0.04,, 47.55487662, -122.3276403, 520 S Brandon St, Seattle, WA,98108
445,606,2016,NonResidential,Warehouse,Nwcp-Sea Bldg U,Greater Duwamish,1974,1.0,1.0,93020,0,93020,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,93020.0,,,,,,60.0,13.5,42.29999924,1252323.875,0.0,1252324.0,0.0,0.0,8.73,0.09,,47.55515,-122.3275,520 S Brandon St,Seattle,WA,98108
449,607,2015,NonResidential,Supermarket/Grocery Store,Safeway 1965,Southeast,2002,1.0,1.0,61053,0,61053,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,54434.0,Parking,0.0,,,,33.0,246.9,585.6,13440924.0,0.0,8499577.0,4941700.0,0.0,321.71,4.67,, 47.52100473, -122.2681394, 9262 Rainier Ave S, Seattle, WA,98118
447,607,2016,NonResidential,Supermarket / Grocery Store,Safeway 1965 - Rainier Ave,Southeast,2002,1.0,1.0,61053,0,61053,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,54434.0,Parking,0.0,,,,32.0,241.3000031,578.7000122,13133225.0,0.0,8474644.0,4658580.0,0.0,306.5,5.02,,47.52095,-122.26825,9262 Rainier Ave,Seattle,WA,98118
450,608,2015,NonResidential,Large Office,Merrill Place Hambach - Seller Building,Downtown,1913,1.0,7.0,154159,0,154159,Office,Office,193154.0,,,,,,100.0,10.3,28.8,1990444.0,0.0,1665232.0,325281.0,0.0,28.88,0.14,Low Outlier, 47.59865952, -122.33460999, 411 1St Ave S, Seattle, WA,98104
451,609,2015,NonResidential,Small- and Mid-Sized Office,Heritage Building,Downtown,1904,1.0,5.0,78920,0,78920,Office,Office,65600.0,,,,,,95.0,30.4,95.0,1992690.0,0.0,1980139.0,0.0,12551.0,13.8,0.07,, 47.59894829, -122.3337932, 111 S Jackson St, Seattle, WA,98104
449,609,2016,NonResidential,Small- and Mid-Sized Office,111 S. Jackson,Downtown,1904,1.0,5.0,78920,0,78920,Office,Office,78564.0,,,,,2017,88.0,36.0,113.0999985,2830674.75,0.0,2830674.0,0.0,0.0,19.73,0.25,,47.59895,-122.33379,111 South Jackson Street,Seattle,WA,98104
452,610,2015,NonResidential,Small- and Mid-Sized Office,F X Mcrorys Building,Downtown,1906,1.0,7.0,99440,0,99440,"Office, Retail Store",Office,65088.0,Retail Store,23857.0,,,,59.0,77.2,200.1,6863561.0,0.0,5069777.0,1793993.0,0.0,130.62,1.09,, 47.5985496, -122.3332623, 419 Occidental Ave S, Seattle, WA,98104
450,610,2016,NonResidential,Small- and Mid-Sized Office,Fx Mcrory Building,Downtown,1906,1.0,7.0,99440,0,99440,"Office, Retail Store",Office,65088.0,Retail Store,23857.0,,,,64.0,74.30000305,188.1000061,6606832.5,0.0,4685851.0,1920981.0,0.0,134.69,1.35,,47.59855,-122.33327,419 Occidental Ave. S.,Seattle,WA,98104
453,611,2015,NonResidential,Small- and Mid-Sized Office,Westland Building-Dshs,Downtown,1907,1.0,6.0,73260,0,73260,Office,Office,63871.0,,,,,,84.0,42.9,134.8,2742111.0,0.0,2742225.0,0.0,0.0,19.12,0.1,, 47.59854848, -122.3338013, 100 S King St, Seattle, WA,98104
451,611,2016,NonResidential,Small- and Mid-Sized Office,Westland Building,Downtown,1907,1.0,6.0,73260,0,73260,Office,Office,63871.0,,,,,,82.0,44.70000076,140.3000031,2853189.5,0.0,2853189.0,0.0,0.0,19.89,0.27,,47.59856,-122.33379,100 South King Street,Seattle,WA,98104
454,612,2015,NonResidential,Small- and Mid-Sized Office,Globe Building,Downtown,1900,1.0,4.0,75007,0,75007,"Office, Retail Store",Office,34647.0,Retail Store,26039.0,,,,88.0,33.0,78.7,2003759.0,627140.0,1232142.0,144528.0,0.0,64.67,0.79,, 47.59970561, -122.3337848, 105 S Main St, Seattle, WA,98104
452,612,2016,NonResidential,Small- and Mid-Sized Office,The Globe Building,Downtown,1900,1.0,4.0,69817,0,69817,"Office, Retail Store",Office,34647.0,Retail Store,26039.0,,,,87.0,35.90000153,82.5,2178074.5,771085.1875,1245123.0,161866.0,0.0,76.8,1.1,,47.59979,-122.3338,105 South Main St.,Seattle,WA,98104
455,613,2015,NonResidential,Small- and Mid-Sized Office,Grand Central Building,Downtown,1900,1.0,4.0,84750,0,84750,"Office, Retail Store",Office,41609.0,Retail Store,28734.0,,,,95.0,34.0,97.0,2392466.0,0.0,2062846.0,329706.0,0.0,31.89,0.27,, 47.60046292, -122.3337871, 216 1St Ave S, Seattle, WA,98104
453,613,2016,NonResidential,Small- and Mid-Sized Office,The Grand Central Building,Downtown,1900,1.0,4.0,84750,0,84750,"Enclosed Mall, Office",Office,41609.0,Enclosed Mall,28734.0,,,,,29.79999924,86.09999847,2094724.625,0.0,1846842.0,247883.0,0.0,26.04,0.31,,47.60035,-122.33379,216 1St Ave. S.,Seattle,WA,98104
456,614,2015,NonResidential,Small- and Mid-Sized Office,Interurban Building (Old Smith Tower Annex Building),Downtown,1900,1.0,6.0,75496,13320,62176,"Office, Restaurant, Retail Store",Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,,,55.6,174.5,3347567.0,0.0,3347706.0,0.0,0.0,23.34,0.12,, 47.60146407, -122.3324777, 157 Yesler Way, Seattle, WA,98104
454,614,2016,NonResidential,Small- and Mid-Sized Office,Interurban Building,Downtown,1900,1.0,6.0,75496,13320,62176,"Office, Restaurant, Retail Store",Office,45799.0,Retail Store,9739.0,Restaurant,4689.0,,,59.29999924,186.1000061,3570161.75,0.0,3570162.0,0.0,0.0,24.89,0.33,,47.60146,-122.33248,157 Yesler Way,Seattle,WA,98104
457,615,2015,NonResidential,Large Office,Occidental Mall,Downtown,1900,1.0,4.0,164380,0,164380,"Office, Retail Store",Office,123607.0,Retail Store,20795.0,,,,79.0,50.7,141.1,7319546.0,383274.0,6042227.0,894296.0,0.0,119.2,0.57,, 47.59961488, -122.3324883, 308 Occidental Ave S, Seattle, WA,98104
455,615,2016,NonResidential,Large Office,Occidental Mall,Downtown,1900,1.0,4.0,164380,0,164380,"Office, Retail Store",Office,123607.0,Retail Store,20795.0,,,,79.0,53.0,145.8000031,7655751.0,399538.3125,6196714.0,1059498.0,0.0,130.31,0.79,,47.59962,-122.33247,308 Occidental Avenue S,Seattle,WA,98104
458,616,2015,NonResidential,Large Office,Court In The Square (Goldsmith & Northcoast),Downtown,1907,1.0,7.0,160580,0,160580,Office,Office,160580.0,,,,,,98.0,29.6,70.8,4759256.0,456687.0,3015005.0,1287689.0,0.0,124.66,0.7,, 47.59854889, -122.33197784, 401 2Nd Ave S, Seattle, WA,98104
456,616,2016,NonResidential,Large Office,(Id616) Court In The Square,Downtown,1907,1.0,7.0,160580,0,160580,Office,Office,160580.0,,,,,,98.0,27.0,67.90000153,4336187.5,347207.9063,3014081.0,974898.0,0.0,99.59,0.62,,47.59858,-122.33198,401 Second Ave S,Seattle,WA,98104
